,accession,assembly,biological_replicates,file_format,file_size,output_type,status,url,organism,cell_line,target
0,ENCFF134GIR,GRCh38,"[1, 2]",bigWig,1540214655,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/01/9f6952e4-ec8c-4abb-ad19-7064082352d2/ENCFF134GIR.bigWig,human,SU-DHL-6,H2AFZ
1,ENCFF864SZK,hg19,"[1, 2]",bigWig,1597985239,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/04/e70fbf19-679d-4075-b360-e24f1ae61725/ENCFF864SZK.bigWig,human,SU-DHL-6,H2AFZ
0,ENCFF787GTX,GRCh38,"[1, 2]",bigWig,792868880,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/06/fe4b5407-daec-46ed-abc8-a2b2e8a901ac/ENCFF787GTX.bigWig,human,OCI-LY7,H3K27ac
1,ENCFF537NFH,hg19,[1],bigWig,389634722,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/06/5b5e6788-2955-419f-8cc6-a79a867eb385/ENCFF537NFH.bigWig,human,OCI-LY7,H3K27ac
0,ENCFF455RSI,hg19,[2],bigWig,231935478,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/7fc950f7-64b4-4fa9-9856-f9877d44f74d/ENCFF455RSI.bigWig,human,GM12878,MAX
1,ENCFF188TJV,hg19,[1],bigWig,264760980,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/43445507-66ba-4931-b38c-edb71dd817e2/ENCFF188TJV.bigWig,human,GM12878,MAX
0,ENCFF734WRO,hg19,[2],bigWig,396045985,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/30/f00480a4-d2a1-47f7-9031-6575d3419762/ENCFF734WRO.bigWig,human,HUES6,H3K4me3
0,ENCFF716KZB,hg19,[1],bigWig,822584618,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/26/847be1be-f5f9-406f-962e-201500fa8cfa/ENCFF716KZB.bigWig,human,OCI-LY7,EZH2phosphoT487
0,ENCFF339JUE,hg19,[1],bigWig,1436482943,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/b83d4bce-f69c-46e5-8381-111a3dc84024/ENCFF339JUE.bigWig,human,HEK293,ZNF843
0,ENCFF992NVH,GRCh38,[1],bigWig,1479730278,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/c4a37f43-a974-47ea-ae5e-bb38f35cfba4/ENCFF992NVH.bigWig,human,HEK293,ZNF416
0,ENCFF036JHJ,hg19,[1],bigWig,625262504,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/92b9857e-c7b3-4ec6-aee0-844d1212d3ac/ENCFF036JHJ.bigWig,human,K562,CBX3
1,ENCFF680KQO,hg19,[2],bigWig,589041900,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/1d2cac63-e15e-41cd-abfa-347e7b9a26ee/ENCFF680KQO.bigWig,human,K562,CBX3
2,ENCFF399FJD,GRCh38,[1],bigWig,627839816,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/3ac7caa7-4a80-4633-b31a-2b72a18c6509/ENCFF399FJD.bigWig,human,K562,CBX3
0,ENCFF448TMI,hg19,[2],bigWig,304178484,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/e736a2b9-6c92-4918-93f4-031552a7865a/ENCFF448TMI.bigWig,human,GM12878,NRF1
0,ENCFF045UGB,GRCh38,[2],bigWig,150399813,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/84b741d4-5002-4e4d-93e7-95b1ac2d85f1/ENCFF045UGB.bigWig,human,HeLa-S3,H3K4me3
1,ENCFF509ECR,GRCh38,"[1, 2]",bigWig,293645978,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/65bc6303-9b12-4327-9b16-310ac66ddb72/ENCFF509ECR.bigWig,human,HeLa-S3,H3K4me3
2,ENCFF038KCY,hg19,[2],bigWig,150068836,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/05/1b36285f-9288-4fc9-a055-b4d0a43c4686/ENCFF038KCY.bigWig,human,HeLa-S3,H3K4me3
0,ENCFF921FLW,GRCh38,[2],bigWig,180836895,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/02/997aa8bf-a652-4875-8e5a-57d6d594522d/ENCFF921FLW.bigWig,human,IMR-90,H3K4me2
1,ENCFF434MQI,hg19,[2],bigWig,181804112,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/02/5e67fc47-5502-4d54-8bd7-4c777d795cbc/ENCFF434MQI.bigWig,human,IMR-90,H3K4me2
0,ENCFF453CVQ,hg19,[1],bigWig,1414554576,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/256d8be9-0025-47df-b5ed-76db097b2f27/ENCFF453CVQ.bigWig,human,HEK293,ZNF704
1,ENCFF761UIP,GRCh38,[1],bigWig,1409708124,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/6ecb3266-294c-4e58-86d7-b3cfb8db2504/ENCFF761UIP.bigWig,human,HEK293,ZNF704
2,ENCFF207EAV,hg19,"[1, 2]",bigWig,1973325212,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/47570b3f-45db-4c38-9cbd-43c6de9414ef/ENCFF207EAV.bigWig,human,HEK293,ZNF704
0,ENCFF221OMO,hg19,[1],bigWig,1493453127,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/70301a8c-3949-4b84-92b3-960737223dfe/ENCFF221OMO.bigWig,human,HEK293,YY2
0,ENCFF592MEJ,GRCh38,[1],bigWig,359857636,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/7d22299c-5e0c-4cf9-9bb9-ac79f8b8f44f/ENCFF592MEJ.bigWig,human,HepG2,ELF1
1,ENCFF938ZUJ,GRCh38,[2],bigWig,336694342,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/b70abb78-98c2-48ad-a9aa-a4c809414cf4/ENCFF938ZUJ.bigWig,human,HepG2,ELF1
2,ENCFF979PVN,GRCh38,"[1, 2]",bigWig,780746965,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/b83b5a86-ff83-4475-ad21-f7e56722d68c/ENCFF979PVN.bigWig,human,HepG2,ELF1
3,ENCFF573GDY,hg19,"[1, 2]",bigWig,789534145,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/75686585-64e1-4dc5-9b0e-9351433d4880/ENCFF573GDY.bigWig,human,HepG2,ELF1
0,ENCFF757GHV,GRCh38,[1],bigWig,409962065,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/12/3da3d834-c4da-4ba6-8a87-619ff4891a7b/ENCFF757GHV.bigWig,human,K562,TAL1
0,ENCFF503NQM,GRCh38,[1],bigWig,1485578454,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/06/e9038395-a076-47c1-bee6-6f6831ad8ac6/ENCFF503NQM.bigWig,human,SU-DHL-6,H3K36me3
1,ENCFF483KIN,GRCh38,[2],bigWig,1615872614,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/06/882d2db2-08aa-4735-9701-79c6557b0492/ENCFF483KIN.bigWig,human,SU-DHL-6,H3K36me3
2,ENCFF474GXU,hg19,"[1, 2]",bigWig,2147248117,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/06/57463de9-6f69-4cca-b979-f16017d2e6f6/ENCFF474GXU.bigWig,human,SU-DHL-6,H3K36me3
3,ENCFF795MUD,GRCh38,"[1, 2]",bigWig,2102892058,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/06/8a5bccd5-b93b-4b73-9975-26820648cae3/ENCFF795MUD.bigWig,human,SU-DHL-6,H3K36me3
0,ENCFF833AZM,hg19,[1],bigWig,1412030326,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/aee7f039-c793-4ff4-984d-de9c4cab589a/ENCFF833AZM.bigWig,human,HEK293,ZSCAN18
0,ENCFF689QGV,GRCh38,"[1, 2]",bigWig,521126747,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/15/e3f34b03-6707-49e8-a27c-a016ac35ee87/ENCFF689QGV.bigWig,human,IMR-90,H3K79me1
1,ENCFF533LBI,hg19,[1],bigWig,304029284,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/15/cc6e654c-6b4f-46e1-adf4-029886ba6034/ENCFF533LBI.bigWig,human,IMR-90,H3K79me1
2,ENCFF289DRY,hg19,"[1, 2]",bigWig,521063072,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/15/9a502e6c-c8b9-4c93-ad0e-65053dfd2120/ENCFF289DRY.bigWig,human,IMR-90,H3K79me1
0,ENCFF626AUN,hg19,"[1, 2]",bigWig,2268475408,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/1b1a4f96-1766-4288-b971-999ef6d8d5f0/ENCFF626AUN.bigWig,human,HepG2,PLRG1
0,ENCFF889GET,GRCh38,"[1, 2]",bigWig,831227898,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/21/1e942612-c2c1-4323-8544-c80483d4576e/ENCFF889GET.bigWig,human,IMR-90,H2BK5ac
1,ENCFF074ICQ,hg19,[1],bigWig,417812601,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/21/da2c4ade-f581-4702-ac88-6031e61417c8/ENCFF074ICQ.bigWig,human,IMR-90,H2BK5ac
0,ENCFF851MSB,hg19,[2],bigWig,453984954,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/07/7fa39347-9524-4e9c-a28e-4358825c1b00/ENCFF851MSB.bigWig,human,SK-N-SH,RCOR1
1,ENCFF186HXY,GRCh38,[2],bigWig,453219076,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/d33050a8-6ecd-4c40-a089-41c05e4924f2/ENCFF186HXY.bigWig,human,SK-N-SH,RCOR1
0,ENCFF505OTI,GRCh38,"[1, 2]",bigWig,2020743509,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/26/c2de2e3a-2ed4-4920-b5cf-0c5fa8b1d816/ENCFF505OTI.bigWig,human,K562,TCF12
1,ENCFF007BTP,hg19,[2],bigWig,1158724730,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/27/0e21c849-5e96-46d3-9afa-c42615e823a2/ENCFF007BTP.bigWig,human,K562,TCF12
0,ENCFF185SQA,GRCh38,[1],bigWig,316419003,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/cfe165da-e68c-4172-8d32-a05a39b388c9/ENCFF185SQA.bigWig,human,Panc1,TCF7L2
1,ENCFF225FBZ,hg19,"[1, 2]",bigWig,584443774,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/63bc1eaf-28c9-4eea-8398-230ae7583e2d/ENCFF225FBZ.bigWig,human,Panc1,TCF7L2
2,ENCFF931EYE,hg19,[2],bigWig,377753702,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/c188d5ef-c863-4ee2-b203-16ff19762b25/ENCFF931EYE.bigWig,human,Panc1,TCF7L2
0,ENCFF059SDC,hg19,[1],bigWig,1591206983,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/e64d4402-09bb-41b6-8cc5-03731148154a/ENCFF059SDC.bigWig,human,HEK293,ZBTB20
0,ENCFF613BWB,GRCh38,[1],bigWig,482235523,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/762bfcbf-5033-4893-8343-6a5ae12a5dcd/ENCFF613BWB.bigWig,human,A549,ESRRA
0,ENCFF163NZH,hg19,[1],bigWig,1192612837,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/ff1c38c9-9225-481f-87cc-d8c1e0dd3ecf/ENCFF163NZH.bigWig,human,HEK293,ZNF211
0,ENCFF261GZW,hg19,[2],bigWig,1447799053,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/17/a2340075-7ef1-48b9-92d3-7c2d372347da/ENCFF261GZW.bigWig,human,K562,NCOR1
1,ENCFF785EFH,GRCh38,[1],bigWig,2135747882,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/17/c3b82bb2-6fdc-4191-9cca-8e9f8a4b7fc9/ENCFF785EFH.bigWig,human,K562,NCOR1
0,ENCFF736NTY,hg19,[1],bigWig,1194514632,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/906f6a5a-ed27-49c5-82f6-7a83462ee1d0/ENCFF736NTY.bigWig,human,H1,H2BK120ac
1,ENCFF211TVQ,GRCh38,[1],bigWig,1205946116,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/96c82a11-ce2a-4567-8ca4-1f555146aa83/ENCFF211TVQ.bigWig,human,H1,H2BK120ac
2,ENCFF287NLF,hg19,[],bigWig,694894349,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/02/11/91a13c3f-93ae-4baf-89bd-cb99e8014808/ENCFF287NLF.bigWig,human,H1,H2BK120ac
0,ENCFF252DSL,hg19,[1],bigWig,1867022825,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/a1b2b971-0e5b-44d0-a8a2-bcf7715cc27f/ENCFF252DSL.bigWig,human,GM12878,IKZF1
0,ENCFF963SBX,hg19,"[1, 3]",bigWig,1040302117,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/1e2a0aeb-1b65-4a65-abe9-688c60e7b863/ENCFF963SBX.bigWig,human,K562,ZHX1
1,ENCFF987VLT,GRCh38,[1],bigWig,440522614,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/5d8f02bc-0f17-44fb-a1b5-b17f9db5c426/ENCFF987VLT.bigWig,human,K562,ZHX1
2,ENCFF081NBD,GRCh38,[3],bigWig,487466625,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/05fd5596-50f1-439b-8f33-784518cb9d5e/ENCFF081NBD.bigWig,human,K562,ZHX1
3,ENCFF255VEW,GRCh38,"[1, 3]",bigWig,1050649101,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/90370dcb-0119-4726-bb62-63466b75e3be/ENCFF255VEW.bigWig,human,K562,ZHX1
0,ENCFF977JAS,GRCh38,"[1, 2]",bigWig,1820312616,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/13/2fbcf277-2e0c-45ca-ad12-b58f3ff265bc/ENCFF977JAS.bigWig,human,K562,MCM7
1,ENCFF907MEI,hg19,[1],bigWig,1082882000,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/14/176d1d93-3570-4bd2-8dff-f7696f9d079c/ENCFF907MEI.bigWig,human,K562,MCM7
0,ENCFF043LCL,GRCh38,[1],bigWig,473867797,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/07294bfd-233d-471c-8605-a8a17705d47d/ENCFF043LCL.bigWig,human,HepG2,CEBPZ
1,ENCFF322XIA,GRCh38,"[1, 2]",bigWig,848148373,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/ec787c2a-4faf-48dc-99a7-c658ba117bed/ENCFF322XIA.bigWig,human,HepG2,CEBPZ
2,ENCFF649XEF,hg19,[1],bigWig,502017922,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/2f2cf581-a34b-4f45-94b6-064f4ab195b4/ENCFF649XEF.bigWig,human,HepG2,CEBPZ
0,ENCFF290NAA,GRCh38,[1],bigWig,591646163,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/20e52dfb-eaf5-422a-af97-3b2b24c74401/ENCFF290NAA.bigWig,human,HepG2,SSRP1
0,ENCFF404QLC,GRCh38,"[1, 2]",bigWig,1029443650,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/a943af26-f9bf-4105-a728-ef9bdc182281/ENCFF404QLC.bigWig,human,HepG2,ZNF792
1,ENCFF478SXA,hg19,[1],bigWig,715125806,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/6ced9b8b-f53f-4b8d-8f62-07f22c7ddd73/ENCFF478SXA.bigWig,human,HepG2,ZNF792
0,ENCFF289FPV,hg19,[1],bigWig,524322686,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/15/7fed6736-75a6-4b7a-b444-34a4981ae3ff/ENCFF289FPV.bigWig,human,NT2/D1,ZNF274
1,ENCFF556KWF,hg19,[2],bigWig,703683980,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/15/29ef2863-4770-45f6-83c4-fd7aab163026/ENCFF556KWF.bigWig,human,NT2/D1,ZNF274
2,ENCFF039WGL,hg19,"[1, 2]",bigWig,916912788,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/15/5fbdf1cb-2fbe-40b3-b2af-4f1cd020a02e/ENCFF039WGL.bigWig,human,NT2/D1,ZNF274
0,ENCFF857PDJ,GRCh38,[1],bigWig,493032671,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/3dbdf786-d06a-4d6e-9d10-6fd0e020479a/ENCFF857PDJ.bigWig,human,HepG2,TGIF2
0,ENCFF770TYO,GRCh38,[1],bigWig,407997902,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/18609b41-aed3-4a02-b82c-64c785e7c670/ENCFF770TYO.bigWig,human,HepG2,KDM3A
1,ENCFF123GUG,hg19,[2],bigWig,531570009,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/93b2dc14-e620-44ec-9f87-dcc30aae0665/ENCFF123GUG.bigWig,human,HepG2,KDM3A
2,ENCFF387ROQ,hg19,"[1, 2]",bigWig,781694495,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/6bfc6c47-33b5-48da-b198-7564866d013d/ENCFF387ROQ.bigWig,human,HepG2,KDM3A
0,ENCFF244IRL,GRCh38,[1],bigWig,425055723,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/1098e3ab-b1d5-4b80-a7d1-9f438e78c575/ENCFF244IRL.bigWig,human,GM12878,EBF1
1,ENCFF809GCI,GRCh38,[2],bigWig,256386794,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/6a41f3d2-f9fa-412a-85f5-df77862d1617/ENCFF809GCI.bigWig,human,GM12878,EBF1
2,ENCFF015HUU,hg19,[1],bigWig,419359493,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/c8649513-3fb8-4792-9e96-cc4da144aa90/ENCFF015HUU.bigWig,human,GM12878,EBF1
0,ENCFF440ONU,hg19,[1],bigWig,1330187228,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/de9115e6-21c1-47d1-9f49-704850bb2df4/ENCFF440ONU.bigWig,human,HEK293,BCL11A
0,ENCFF308CRA,GRCh38,"[1, 2]",bigWig,1082174373,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/b57bafe4-f930-421e-b6ab-8c4ea7781f92/ENCFF308CRA.bigWig,human,HepG2,GATAD1
1,ENCFF360VLW,hg19,[1],bigWig,650656318,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/a24b5d8c-ba5b-4764-86b6-1a8d3ec9f6f6/ENCFF360VLW.bigWig,human,HepG2,GATAD1
0,ENCFF451CYN,GRCh38,"[1, 2]",bigWig,621067642,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/17/7f196472-6406-44f3-921e-e4c5f05b9836/ENCFF451CYN.bigWig,human,H1,H2BK5ac
1,ENCFF614JNX,hg19,[1],bigWig,233362036,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/17/63a2fcd5-a8b2-4580-8fa0-af2c07767698/ENCFF614JNX.bigWig,human,H1,H2BK5ac
0,ENCFF157NZZ,GRCh38,[1],bigWig,1389218914,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/e7d31b6c-e23d-433a-b0d1-e9daacb99ee1/ENCFF157NZZ.bigWig,human,HepG2,RNF2
1,ENCFF015EQK,GRCh38,"[1, 3]",bigWig,2085579801,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/2f786029-72e3-46e1-85ca-c47a7fd99442/ENCFF015EQK.bigWig,human,HepG2,RNF2
0,ENCFF029MZM,hg19,"[1, 2]",bigWig,1191206201,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/04/23/f7158457-8aac-45d5-a5ca-d935a1065cf3/ENCFF029MZM.bigWig,human,K562,ZKSCAN8
1,ENCFF783PIT,GRCh38,[1],bigWig,854528632,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/19/60c7a936-9eaf-41ae-9083-612a741766b7/ENCFF783PIT.bigWig,human,K562,ZKSCAN8
2,ENCFF447WWY,GRCh38,"[1, 2]",bigWig,1204101150,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/19/fa49ab42-a485-44e0-a492-892ae7ca6cf4/ENCFF447WWY.bigWig,human,K562,ZKSCAN8
0,ENCFF364KKZ,hg19,"[1, 2]",bigWig,2120479945,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/8e8ea5a0-6eb6-4a29-921b-92c1f98ff65e/ENCFF364KKZ.bigWig,human,HEK293,ZFHX2
0,ENCFF355SEU,GRCh38,[1],bigWig,1326019449,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/c9990f5a-3091-4904-b5cc-6042182e3884/ENCFF355SEU.bigWig,human,HEK293,ZNF155
1,ENCFF406SLN,GRCh38,"[1, 2]",bigWig,1960740189,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/7ddd5975-9f3f-40e2-a699-f93ecd8b9f41/ENCFF406SLN.bigWig,human,HEK293,ZNF155
0,ENCFF849JIL,hg19,"[1, 2]",bigWig,1974949361,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/6db8f4cb-1d31-4b79-ba02-6214dd6b0498/ENCFF849JIL.bigWig,human,HEK293,ZBTB48
0,ENCFF832MDC,GRCh38,[3],bigWig,1768084645,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/b6eba3f8-3158-472e-81f4-e37929801bc9/ENCFF832MDC.bigWig,human,MCF-7,SIN3A
0,ENCFF838JMR,GRCh38,[1],bigWig,696890026,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/59a0d3f6-3495-4018-b61b-61a436fad3fe/ENCFF838JMR.bigWig,human,K562,PBX2
0,ENCFF049FYV,GRCh38,[1],bigWig,195143996,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/999ffb2b-ad69-4f4f-ac98-27a1d41febd0/ENCFF049FYV.bigWig,human,K562,MAX
1,ENCFF539BFH,GRCh38,[2],bigWig,445640730,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/9baaa4d3-96ed-482c-a69c-ec993b915f1b/ENCFF539BFH.bigWig,human,K562,MAX
2,ENCFF070ERF,GRCh38,"[1, 2]",bigWig,584396899,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/f6213d43-13e9-46ee-8e20-b1733c16c06a/ENCFF070ERF.bigWig,human,K562,MAX
3,ENCFF954VKC,hg19,[1],bigWig,196830304,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/9dfbe670-b75b-430d-a808-12200a47c276/ENCFF954VKC.bigWig,human,K562,MAX
0,ENCFF191ZPS,hg19,[1],bigWig,351898243,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/16/fdea2442-61a5-4c86-a257-24a736862c0f/ENCFF191ZPS.bigWig,human,K562,IRF1
1,ENCFF979SUZ,hg19,"[1, 2]",bigWig,607262116,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/16/204fc20b-ed2c-46fb-a679-933ee8e5619f/ENCFF979SUZ.bigWig,human,K562,IRF1
2,ENCFF152BMD,GRCh38,[2],bigWig,359374313,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/11a8b7bb-fce2-475f-80be-ba4b5432a008/ENCFF152BMD.bigWig,human,K562,IRF1
3,ENCFF452YAU,GRCh38,"[1, 2]",bigWig,611965393,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/202be2bc-2ce5-49e2-97d8-6a5755751ef9/ENCFF452YAU.bigWig,human,K562,IRF1
0,ENCFF618CCQ,hg19,[1],bigWig,1438322609,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/a8f8bf3f-4ce4-41d6-ae08-a62c13d3b88b/ENCFF618CCQ.bigWig,human,HEK293,ZNF274
1,ENCFF283FPP,hg19,"[1, 2]",bigWig,2096909382,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/eb34ded9-53d4-45aa-9723-c005799d2943/ENCFF283FPP.bigWig,human,HEK293,ZNF274
0,ENCFF796PYM,GRCh38,[3],bigWig,1019707318,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/0eebe0b9-7b5e-47da-a2dd-79c971524e3b/ENCFF796PYM.bigWig,human,K562,MCM2
1,ENCFF907SAR,hg19,"[1, 3]",bigWig,1977172155,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/614001df-a106-46f9-97e5-1eca51d26087/ENCFF907SAR.bigWig,human,K562,MCM2
0,ENCFF031RUV,hg19,"[1, 2]",bigWig,322837923,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/5f677e6f-0ea1-4f73-9762-2f7835c4356d/ENCFF031RUV.bigWig,human,GM12878,POLR2AphosphoS2
1,ENCFF455TPZ,GRCh38,[1],bigWig,185308336,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/18d2e4e5-b2dd-4c4a-9f73-2abc3783561c/ENCFF455TPZ.bigWig,human,GM12878,POLR2AphosphoS2
2,ENCFF086FEO,GRCh38,"[1, 2]",bigWig,323029476,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/f63bc7ee-ad7e-4c0f-9148-04f49b0d30ed/ENCFF086FEO.bigWig,human,GM12878,POLR2AphosphoS2
0,ENCFF363QAT,GRCh38,[2],bigWig,397386982,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/51f5581d-7631-4507-8bac-4b0c76121803/ENCFF363QAT.bigWig,human,HepG2,RAD21
1,ENCFF871PVZ,GRCh38,"[1, 2]",bigWig,603041778,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/651cd30d-1b0e-4a77-90cd-b219d3bb057d/ENCFF871PVZ.bigWig,human,HepG2,RAD21
2,ENCFF241POP,hg19,[1],bigWig,331976556,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/50fcef91-132b-4e0c-b3de-f4aaf5f30452/ENCFF241POP.bigWig,human,HepG2,RAD21
0,ENCFF830RBU,hg19,"[1, 2]",bigWig,397208079,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/7ceae071-e377-4296-9238-aef300ce675c/ENCFF830RBU.bigWig,human,GM12878,USF2
0,ENCFF277RTO,hg19,[1],bigWig,739845685,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/17/e0dddc0b-0204-4e09-be62-5f57596a8b11/ENCFF277RTO.bigWig,human,OCI-LY7,H3K4me3
0,ENCFF803VGB,GRCh38,[1],bigWig,250781012,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/e59c1b43-1c1a-4e59-8d37-7916e66d1a8e/ENCFF803VGB.bigWig,human,AG10803,H3K4me3
1,ENCFF150CNL,GRCh38,"[1, 2]",bigWig,417792225,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/4c684e57-ba1a-4fe4-9233-3d576b394b1b/ENCFF150CNL.bigWig,human,AG10803,H3K4me3
0,ENCFF974VXQ,GRCh38,[1],bigWig,301892186,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/ed0fe6e4-dcad-46f1-9805-664902777096/ENCFF974VXQ.bigWig,human,GM12878,ZBTB33
