,accession,assembly,biological_replicates,file_format,file_size,output_type,status,url,organism,cell_line,target
0,ENCFF876IZF,hg19,[1],bigWig,474525294,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/19/4d23a8cb-22ba-48af-adcb-ed7ddf81f466/ENCFF876IZF.bigWig,human,IMR-90,RAD21
0,ENCFF970THO,GRCh38,[1],bigWig,542781500,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/ec56e10e-3998-4710-a63f-ac61c4ada956/ENCFF970THO.bigWig,human,HepG2,ZMYM3
0,ENCFF127GCV,GRCh38,"[1, 2]",bigWig,2415172363,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/21/30e979c3-3b0f-47fb-b75a-3dd99a0bf8cb/ENCFF127GCV.bigWig,human,HEK293,ZNF189
1,ENCFF075WGX,GRCh38,[2],bigWig,1689246633,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/21/573ee561-d974-4c24-9bd2-8e86c6609cb4/ENCFF075WGX.bigWig,human,HEK293,ZNF189
0,ENCFF836SDC,GRCh38,[1],bigWig,275576537,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/edadf8af-901b-4858-8ded-e37dc11d783b/ENCFF836SDC.bigWig,human,GM12891,YY1
1,ENCFF791RBX,GRCh38,[2],bigWig,250258801,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/417638db-a1d3-4bcd-923a-30faa24ee339/ENCFF791RBX.bigWig,human,GM12891,YY1
2,ENCFF702MAB,hg19,[2],bigWig,248760931,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/07/de840f7e-3951-4063-90d5-127b7a238892/ENCFF702MAB.bigWig,human,GM12891,YY1
0,ENCFF694DDU,GRCh38,"[1, 2]",bigWig,1157982636,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/46ed54cc-0f33-4154-b195-21c2ad08f7cb/ENCFF694DDU.bigWig,human,K562,JUNB
1,ENCFF051BIA,hg19,[2],bigWig,420026095,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/c8c5ed7b-8b75-4296-96cf-0f10a074afaf/ENCFF051BIA.bigWig,human,K562,JUNB
0,ENCFF578VSR,hg19,[2],bigWig,315489242,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/10/8d9e4d56-fbf5-4511-8d68-e2b938b21d1d/ENCFF578VSR.bigWig,human,K562,HNRNPH1
0,ENCFF887OHO,GRCh38,"[1, 2]",bigWig,1022791648,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/a3488329-727d-4447-a98a-774ca6995ac9/ENCFF887OHO.bigWig,human,HepG2,MIER2
1,ENCFF215LVE,hg19,[1],bigWig,616351208,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/d60687af-d7ce-4a77-8bb3-d7e5af25cf3c/ENCFF215LVE.bigWig,human,HepG2,MIER2
0,ENCFF217LOT,hg19,[1],bigWig,411464311,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/01/27/9d232d42-4b7a-4ae4-8719-1b11e7d9664f/ENCFF217LOT.bigWig,human,K562,RUNX1
1,ENCFF410VFY,GRCh38,[1],bigWig,410942731,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/3d082798-eab5-4b6a-9ab9-eb12080816b4/ENCFF410VFY.bigWig,human,K562,RUNX1
0,ENCFF748QAH,GRCh38,[1],bigWig,1107282307,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/2d4f44ca-05fc-44d7-8b63-8c1bc3690c06/ENCFF748QAH.bigWig,human,MCF-7,ZBTB7B
1,ENCFF722UTN,hg19,[1],bigWig,1101777375,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/05/c0345433-8c3a-4a52-9721-5bccf001272d/ENCFF722UTN.bigWig,human,MCF-7,ZBTB7B
0,ENCFF206SWP,hg19,[2],bigWig,1961835903,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/8ab64d51-3ef3-432c-9c59-5782ee5e58f2/ENCFF206SWP.bigWig,human,K562,ZNF512
1,ENCFF843CXH,GRCh38,"[1, 2]",bigWig,2697572506,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/6025cd78-5976-42b1-90a1-f68b9518ce71/ENCFF843CXH.bigWig,human,K562,ZNF512
0,ENCFF778YKO,hg19,[1],bigWig,270739150,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/c00d4a97-6647-41a6-b602-6c93026ad8c0/ENCFF778YKO.bigWig,human,K562,TBP
1,ENCFF727KHF,GRCh38,"[1, 2]",bigWig,506902738,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/5b79c2e6-e904-4276-a9af-93b24fe94d7c/ENCFF727KHF.bigWig,human,K562,TBP
2,ENCFF279YVD,GRCh38,[2],bigWig,260363576,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/183a1987-4420-4e44-ac87-f6477973fc96/ENCFF279YVD.bigWig,human,K562,TBP
0,ENCFF825WLX,GRCh38,"[1, 2]",bigWig,1758417535,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/14/67605974-2244-4272-abe5-6eb90794f25a/ENCFF825WLX.bigWig,human,H1,KDM5A
0,ENCFF294JNU,GRCh38,"[1, 2]",bigWig,2407820621,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/02/81b173d3-686c-4e53-b31a-13a9a5e48e96/ENCFF294JNU.bigWig,human,GM12878,BMI1
1,ENCFF882WHJ,hg19,[1],bigWig,1325806290,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/17/042594ab-08b3-4bdc-9358-a58ccab65a4d/ENCFF882WHJ.bigWig,human,GM12878,BMI1
0,ENCFF390HHW,hg19,[1],bigWig,1103628159,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/eb7acaa6-ee98-46f1-8e5e-e0dfb78c22b9/ENCFF390HHW.bigWig,human,HEK293,ZNF354C
0,ENCFF197TNR,hg19,"[1, 2]",bigWig,523292152,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/7d9ab8c2-3d2d-4c82-8625-56811db2a44f/ENCFF197TNR.bigWig,human,GM12878,MAZ
1,ENCFF422POF,hg19,[1],bigWig,287349906,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/44cf8930-769e-46c0-b4c2-73a310faf491/ENCFF422POF.bigWig,human,GM12878,MAZ
0,ENCFF015FMA,hg19,[2],bigWig,288694026,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/10/f01dbe58-0175-497d-9c35-9c5fb557a747/ENCFF015FMA.bigWig,human,K562,U2AF2
1,ENCFF757MVK,hg19,"[1, 2]",bigWig,610172760,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/10/2997e2c7-281c-40aa-ac93-d0392d2cdbe1/ENCFF757MVK.bigWig,human,K562,U2AF2
2,ENCFF220HWQ,hg19,[1],bigWig,246950910,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/10/870ba05b-3c50-49a9-8f4b-cf61dca90db6/ENCFF220HWQ.bigWig,human,K562,U2AF2
3,ENCFF148QJF,GRCh38,[2],bigWig,288394095,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/11/fa425064-9ea7-42c6-b760-d711d51ff786/ENCFF148QJF.bigWig,human,K562,U2AF2
0,ENCFF796AYK,GRCh38,[1],bigWig,1163731247,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/c5547b77-b06b-447d-bda6-b0fc995af581/ENCFF796AYK.bigWig,human,MCF-7,CTBP1
0,ENCFF533FCA,GRCh38,[1],bigWig,578843739,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/32a559c5-a7ca-433c-be42-9bd7cf275d43/ENCFF533FCA.bigWig,human,K562,XRCC5
1,ENCFF447MQY,GRCh38,[2],bigWig,509580412,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/471aeb61-e589-4d3a-86b2-ea70175f0a36/ENCFF447MQY.bigWig,human,K562,XRCC5
2,ENCFF095TJV,GRCh38,"[1, 2]",bigWig,1209677513,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/75a6bc9d-1f77-41ef-9cd1-63269ae33671/ENCFF095TJV.bigWig,human,K562,XRCC5
0,ENCFF448PJH,GRCh38,[3],bigWig,1148836322,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/13f93ed0-b6d6-492b-b653-b7e7186b6138/ENCFF448PJH.bigWig,human,MCF-7,RCOR1
1,ENCFF259MJI,GRCh38,"[3, 4]",bigWig,1908544038,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/3d77587a-95c7-47e0-bd99-c4f0bb90fcac/ENCFF259MJI.bigWig,human,MCF-7,RCOR1
0,ENCFF205FNW,GRCh38,[2],bigWig,1270362787,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/26/54ac800d-17c0-4a88-b3e9-bd5f9765d0dc/ENCFF205FNW.bigWig,human,A549,EHMT2
1,ENCFF345CKX,hg19,[2],bigWig,1278905511,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/27/b7de2906-bc39-4262-8a90-e3d94ce8454e/ENCFF345CKX.bigWig,human,A549,EHMT2
2,ENCFF563ILU,hg19,[1],bigWig,786307727,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/27/d1be20c3-08a4-4a88-a7d3-bb42e39d47fc/ENCFF563ILU.bigWig,human,A549,EHMT2
0,ENCFF993PPQ,hg19,[1],bigWig,1610189353,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/d7f21daa-e653-42a9-ab03-97369906c99e/ENCFF993PPQ.bigWig,human,HEK293,ZNF23
0,ENCFF255UWV,hg19,[1],bigWig,1775395359,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/c43b78da-bcda-4105-b885-d68312a6290d/ENCFF255UWV.bigWig,human,Panc1,CTCF
1,ENCFF273GKF,hg19,"[1, 2]",bigWig,4165621066,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/c5602013-2b93-43de-9bc2-7361762e9088/ENCFF273GKF.bigWig,human,Panc1,CTCF
2,ENCFF317GIK,hg19,[2],bigWig,1967095219,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/b28fb78c-3efb-49c1-a091-e8aff837a2c6/ENCFF317GIK.bigWig,human,Panc1,CTCF
3,ENCFF852QBZ,GRCh38,[2],bigWig,1970725756,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/2a7d12e1-5f85-45c8-9be7-9707090cd188/ENCFF852QBZ.bigWig,human,Panc1,CTCF
0,ENCFF154SOY,GRCh38,[1],bigWig,345841919,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/fa325b98-8927-428d-896f-cf6ce8fc0437/ENCFF154SOY.bigWig,human,HepG2,CHD2
0,ENCFF784ASP,GRCh38,[1],bigWig,954786762,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/8a252e86-126a-48a1-bf33-56ff8e3a8cb9/ENCFF784ASP.bigWig,human,K562,E4F1
1,ENCFF113PXT,GRCh38,"[1, 2]",bigWig,1883832948,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/880cb702-8ed7-435a-b8ae-e5a2fac33530/ENCFF113PXT.bigWig,human,K562,E4F1
0,ENCFF501NLR,GRCh38,[2],bigWig,468394824,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/19/26f32195-69dc-4061-9f06-5f4bc62f9252/ENCFF501NLR.bigWig,human,K562,CUX1
1,ENCFF897IOX,GRCh38,"[1, 2]",bigWig,723392990,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/19/a08dec3d-228d-471a-91ec-5f31ff88b1f8/ENCFF897IOX.bigWig,human,K562,CUX1
0,ENCFF662VFA,GRCh38,[3],bigWig,1058685342,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/2f4b276c-24b2-498a-b62e-5227a9a378ef/ENCFF662VFA.bigWig,human,MCF-7,ZKSCAN1
0,ENCFF993PVS,GRCh38,[1],bigWig,282394773,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/1eb55a48-0b51-4405-8385-f3c34fb1d008/ENCFF993PVS.bigWig,human,A549,NR3C1
1,ENCFF895TNQ,GRCh38,[2],bigWig,217438638,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/25bdb1f7-b2b2-421a-b14d-fd0d6a7204d3/ENCFF895TNQ.bigWig,human,A549,NR3C1
2,ENCFF307NYT,hg19,[1],bigWig,282775512,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/d3665533-53f2-46ff-89d1-bdb21414b881/ENCFF307NYT.bigWig,human,A549,NR3C1
0,ENCFF451FNF,hg19,[1],bigWig,1507190785,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/63711020-ce21-4480-b71d-52daab7009eb/ENCFF451FNF.bigWig,human,HEK293,ZNF680
0,ENCFF059XSX,GRCh38,"[1, 2]",bigWig,1270257100,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/2b281144-aa33-4e25-96bf-d21edb2146a0/ENCFF059XSX.bigWig,human,K562,SMAD5
0,ENCFF674FKK,GRCh38,[1],bigWig,1116264815,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/9d71eab6-e037-473c-99bf-4b8c99a2b18c/ENCFF674FKK.bigWig,human,K562,ZNF24
1,ENCFF042QGF,GRCh38,"[1, 2]",bigWig,1922900708,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/a5a2ef1c-22f6-446b-bc8e-130b98beb2a0/ENCFF042QGF.bigWig,human,K562,ZNF24
0,ENCFF215RSZ,GRCh38,"[1, 2]",bigWig,749486297,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/50070ea7-98d8-4d64-9198-dbf9b815347a/ENCFF215RSZ.bigWig,human,HepG2,KLF6
1,ENCFF369GQG,hg19,[2],bigWig,432656135,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/ad058157-fba5-4e1f-ba2e-adb93257742d/ENCFF369GQG.bigWig,human,HepG2,KLF6
0,ENCFF023LXY,hg19,[2],bigWig,1133460298,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/b68e5f77-62a6-43d8-8357-2d16cf281b4b/ENCFF023LXY.bigWig,human,GM12878,STAT1
1,ENCFF498FZI,hg19,"[1, 2]",bigWig,2172016283,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/437dfb78-828b-4d06-abc3-74695ce22281/ENCFF498FZI.bigWig,human,GM12878,STAT1
2,ENCFF891PHU,GRCh38,[2],bigWig,1121688750,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/31/a8270319-ac24-4453-aa9d-e9e12afeaddd/ENCFF891PHU.bigWig,human,GM12878,STAT1
0,ENCFF865MUP,hg19,[2],bigWig,1859886137,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/17/139a618f-4705-4820-998a-0a8cf52b46f6/ENCFF865MUP.bigWig,human,HEK293T,BHLHE40
0,ENCFF486BIW,hg19,"[1, 2]",bigWig,805978778,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/d6754eb9-dadc-4558-8e62-6618a8503ef0/ENCFF486BIW.bigWig,human,HepG2,IKZF5
1,ENCFF078QFT,GRCh38,"[1, 2]",bigWig,798888985,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/0429cfd0-8cf0-4482-b46a-b7d99581febd/ENCFF078QFT.bigWig,human,HepG2,IKZF5
0,ENCFF036ZQU,hg19,[1],bigWig,1682816580,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/353ee223-c086-44a1-9772-8fc1a7224404/ENCFF036ZQU.bigWig,human,HEK293,ZNF571
1,ENCFF775ZUT,GRCh38,"[1, 2]",bigWig,2263306812,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/683e2c0b-7d09-4586-93d2-a90eb764e318/ENCFF775ZUT.bigWig,human,HEK293,ZNF571
2,ENCFF256ISB,GRCh38,[2],bigWig,1680103606,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/c38f99d5-59a5-447b-9edb-65944686a806/ENCFF256ISB.bigWig,human,HEK293,ZNF571
3,ENCFF210CUK,hg19,"[1, 2]",bigWig,2282306951,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/04aae40b-da4d-4285-8f67-e968d85f1166/ENCFF210CUK.bigWig,human,HEK293,ZNF571
0,ENCFF361SXN,hg19,[1],bigWig,1318333782,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/606eb4ab-94a1-4c09-9d80-b2f0b594956e/ENCFF361SXN.bigWig,human,HEK293,ZNF639
0,ENCFF530JLU,GRCh38,[2],bigWig,1477654468,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/12/2f00a360-3e68-4efb-aaeb-d2e37eb7f77b/ENCFF530JLU.bigWig,human,PC-9,H3K27ac
0,ENCFF296WOY,hg19,[1],bigWig,288948283,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/11/12/9923be5b-d296-48b6-a329-0dce19947ec5/ENCFF296WOY.bigWig,human,K562,H3K9ac
1,ENCFF709XUA,hg19,"[1, 2]",bigWig,584120699,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/11/12/b2d6688e-9b92-421c-96a3-936d800dddce/ENCFF709XUA.bigWig,human,K562,H3K9ac
2,ENCFF532GQS,GRCh38,[1],bigWig,288680407,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/11/13/a3ffe876-4068-4b9a-a432-d6dc1aedb509/ENCFF532GQS.bigWig,human,K562,H3K9ac
3,ENCFF691FLA,GRCh38,[2],bigWig,399478915,fold change over control,archived,https://encode-public.s3.amazonaws.com/2016/11/13/9a6e0f8c-3d0f-4ab1-8359-b8224c24ba4d/ENCFF691FLA.bigWig,human,K562,H3K9ac
0,ENCFF043HRW,GRCh38,[2],bigWig,1692442635,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/5181e930-7492-4b61-9f2f-d753fb371335/ENCFF043HRW.bigWig,human,HEK293,ZNF398
1,ENCFF583WOQ,GRCh38,[1],bigWig,1903736419,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/2f2dbc7f-1a3c-4683-a8c2-ced0267d1680/ENCFF583WOQ.bigWig,human,HEK293,ZNF398
2,ENCFF209WDY,hg19,[1],bigWig,1902868285,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/81b1c651-204b-4b73-8745-9ac296217549/ENCFF209WDY.bigWig,human,HEK293,ZNF398
0,ENCFF691DUF,GRCh38,[2],bigWig,578103208,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/dc4197cf-460f-44f3-a0d8-34d609d514e4/ENCFF691DUF.bigWig,human,HepG2,ATF3
1,ENCFF047ANU,GRCh38,[1],bigWig,380579070,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/8c378c7a-4271-423e-96d4-be684051c828/ENCFF047ANU.bigWig,human,HepG2,ATF3
2,ENCFF461IPU,GRCh38,"[1, 2]",bigWig,820269807,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/8d1b173e-6b74-401b-b9d7-e1f6ef935905/ENCFF461IPU.bigWig,human,HepG2,ATF3
3,ENCFF489XNA,hg19,[1],bigWig,380484685,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/c6d6cbca-15d5-4da9-9cfe-fb31273f8a3e/ENCFF489XNA.bigWig,human,HepG2,ATF3
0,ENCFF703XON,GRCh38,[1],bigWig,1211214201,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/28/c16d293c-0f0f-4976-8222-5c149706af62/ENCFF703XON.bigWig,human,MM.1S,H3K9ac
1,ENCFF920HZB,GRCh38,[2],bigWig,960861169,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/28/95ea1dc0-2541-4d77-bc8f-79b6e23a0c11/ENCFF920HZB.bigWig,human,MM.1S,H3K9ac
2,ENCFF209ZIL,hg19,[1],bigWig,1205188111,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/14/f446685e-cb31-4fc7-a156-93a1473a4161/ENCFF209ZIL.bigWig,human,MM.1S,H3K9ac
3,ENCFF661LYL,hg19,"[1, 2]",bigWig,2051983768,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/14/f1356c99-53b8-4c2f-b7ba-eaf41dc2070e/ENCFF661LYL.bigWig,human,MM.1S,H3K9ac
0,ENCFF310CUJ,hg19,[1],bigWig,1428663141,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/acac80d8-43fe-499f-8e1a-b064f817b318/ENCFF310CUJ.bigWig,human,HEK293,ZFP64
0,ENCFF892SSY,GRCh38,[2],bigWig,1278767852,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/27/6c9ca55b-08be-4cc4-a31a-bc0cad571575/ENCFF892SSY.bigWig,human,HEK293,KLF13
0,ENCFF258KCQ,GRCh38,[1],bigWig,1940914958,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/21c066e4-950e-4cd0-9f41-a1e86c0191c7/ENCFF258KCQ.bigWig,human,HEK293,ZNF473
1,ENCFF407NLG,GRCh38,[2],bigWig,1780592338,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/1d4de0d0-669f-4fb2-853f-5d4d2f83b2e7/ENCFF407NLG.bigWig,human,HEK293,ZNF473
2,ENCFF027KBU,hg19,[1],bigWig,1938376629,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/b4144c34-c742-434b-9e7c-6dbcd8c528d9/ENCFF027KBU.bigWig,human,HEK293,ZNF473
0,ENCFF605EFM,hg19,"[1, 2]",bigWig,1995133038,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/4d47654a-860c-4784-8038-c4d9ae7ed468/ENCFF605EFM.bigWig,human,MCF-7,E4F1
0,ENCFF344OPV,hg19,"[1, 2]",bigWig,4124603140,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/661f2812-a5df-4932-9e2f-5db43761b1d0/ENCFF344OPV.bigWig,human,GM23338,H2AFZ
1,ENCFF230LDP,GRCh38,[1],bigWig,1886425045,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/770e1fd8-1bd1-413f-b080-89eb8fa71344/ENCFF230LDP.bigWig,human,GM23338,H2AFZ
2,ENCFF937QPL,GRCh38,[2],bigWig,2504758396,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/280eb2e7-42ed-45e0-a1be-2e7f5910ad02/ENCFF937QPL.bigWig,human,GM23338,H2AFZ
0,ENCFF374VPQ,GRCh38,[1],bigWig,342453481,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/28/17d42014-fafd-4d56-8c5e-8db93a8da33d/ENCFF374VPQ.bigWig,human,UCSF-4,H3K4me3
1,ENCFF243OEH,GRCh38,"[1, 2]",bigWig,718444579,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/28/f8a8787b-94a1-4546-8385-29077d83a851/ENCFF243OEH.bigWig,human,UCSF-4,H3K4me3
2,ENCFF192IKJ,GRCh38,[2],bigWig,529620330,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/28/8140b70c-ccc7-426e-b48a-b193d8684dbe/ENCFF192IKJ.bigWig,human,UCSF-4,H3K4me3
0,ENCFF432XEL,GRCh38,"[1, 2]",bigWig,987702898,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/89947888-1170-4290-bea0-7a9aac9848e8/ENCFF432XEL.bigWig,human,HepG2,PPARG
1,ENCFF500BEW,hg19,[1],bigWig,600030531,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/73c90913-b80f-416d-b9e0-1600fd87a2ac/ENCFF500BEW.bigWig,human,HepG2,PPARG
2,ENCFF599RHI,hg19,"[1, 2]",bigWig,987242586,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/11d0a413-679f-4104-b013-bef8ef2bffe0/ENCFF599RHI.bigWig,human,HepG2,PPARG
0,ENCFF747GCR,hg19,"[1, 2]",bigWig,486619363,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/2c4500d6-db8f-4ea8-bbfc-a9cb7597580c/ENCFF747GCR.bigWig,human,GM12878,SIN3A
1,ENCFF109XHK,GRCh38,"[1, 2]",bigWig,487417894,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/7865ffd7-8b34-48e2-9a92-45301578199e/ENCFF109XHK.bigWig,human,GM12878,SIN3A
0,ENCFF900EXL,hg19,[1],bigWig,1783948743,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/03abcaa1-ea49-4cd0-a0e9-6637e6e941c5/ENCFF900EXL.bigWig,human,HEK293,PRDM1
1,ENCFF837HTS,GRCh38,[2],bigWig,1586589669,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/27/33721bda-65be-40bf-bee4-0736c467b591/ENCFF837HTS.bigWig,human,HEK293,PRDM1
0,ENCFF515UYM,GRCh38,[1],bigWig,423163579,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/e618489e-bad5-4b61-875f-1309b4479c1d/ENCFF515UYM.bigWig,human,H1,YY1
1,ENCFF170XRZ,GRCh38,[2],bigWig,241567235,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/64669545-44dc-4840-9249-2f6f5c0eaa8e/ENCFF170XRZ.bigWig,human,H1,YY1
2,ENCFF921YQK,hg19,[1],bigWig,423828339,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/07/5b84c915-8a71-4922-8e2e-924da32aa512/ENCFF921YQK.bigWig,human,H1,YY1
0,ENCFF352KIA,GRCh38,[2],bigWig,1583293615,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/21/da605380-bed0-43a3-bb5b-3dd168296da6/ENCFF352KIA.bigWig,human,PC-9,EZH2
1,ENCFF888ATB,hg19,[2],bigWig,1584312020,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/10/21/88070199-b6ef-4852-842a-78c682ac2af0/ENCFF888ATB.bigWig,human,PC-9,EZH2
0,ENCFF574EBO,GRCh38,[1],bigWig,997976918,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/3623473b-7f0d-4b59-bd97-d1bd46d8dfa2/ENCFF574EBO.bigWig,human,K562,NR2F1
1,ENCFF814GLP,GRCh38,"[1, 2]",bigWig,1870275533,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/24/bfec5f58-0b4f-4768-8534-4adb91d5b9af/ENCFF814GLP.bigWig,human,K562,NR2F1
0,ENCFF244ROT,GRCh38,[2],bigWig,1515427382,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/87d30a8c-7775-4e93-aa36-effd962930e7/ENCFF244ROT.bigWig,human,HEK293,ZIK1
1,ENCFF051KWV,GRCh38,"[1, 2]",bigWig,2224582787,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/ef0c13d4-8eb5-433a-bc51-a7c3528a9343/ENCFF051KWV.bigWig,human,HEK293,ZIK1
2,ENCFF080CMZ,hg19,"[1, 2]",bigWig,2194953874,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/f26a6313-8899-4759-97fd-1159c96bd8ed/ENCFF080CMZ.bigWig,human,HEK293,ZIK1
3,ENCFF970TDR,hg19,[1],bigWig,1671030752,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/66de9afb-9942-4d11-bae7-178c871199c3/ENCFF970TDR.bigWig,human,HEK293,ZIK1
